Şəhər,Model,Yeni,Mühərrik,Yürüş,Ötürücü,price,Sürətlər qutusu,Rəng,Qəzalı,url,Sahiblər,Marka,Vəziyyəti,Hansı bazar üçün yığılıb,Buraxılış ili,Yerlərin sayı,Ban növü
Bakı,Prius,Xeyr,1.8 L / 98 a.g. / Hibrid,243 000 km,Ön,17 500 AZN,Avtomat (Variator),Göy,,https://turbo.az/autos/9741631-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",,2012,5,Liftbek
Bakı,Prius,Xeyr,1.8 L / 98 a.g. / Hibrid,276 000 km,Ön,15 900 AZN,Avtomat (Variator),Boz,,https://turbo.az/autos/9598643-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Avropa,2013,5,Liftbek
Bakı,RR Sport,Xeyr,3.0 L / 400 a.g. / Benzin,48 800 km,Tam,222 222 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9376585-land-rover-rr-sport,1,Land Rover,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,5,"Offroader / SUV, 5 qapı"
Bakı,Sonata,Xeyr,2.4 L / 174 a.g. / Benzin,224 655 km,Ön,14 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9727299-hyundai-sonata,,Hyundai,"Vuruğu var, rənglənib",Rəsmi diler,2008,5,Sedan
Gəncə,55111,Xeyr,11 L / 191 a.g. / Dizel,333 200 km,Arxa,17 399 AZN,Mexaniki (MT),Yaşıl,,https://turbo.az/autos/9707904-kamaz-55111,0,KamAz,"Vuruğu yoxdur, rənglənməyib",Rusiya,1982,3,Yük maşını
Bakı,Elantra,Xeyr,1.6 L / 141 a.g. / Hibrid,70 000 km,Ön,15 500 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9741627-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,Sedan
Ağstafa,21099,Xeyr,1.6 L / 81 a.g. / Benzin,41 234 km,Ön,2 800 AZN,Mexaniki (MT),Tünd qırmızı,,https://turbo.az/autos/9741632-lada-vaz-21099,,LADA (VAZ),"Vuruğu var, rənglənib",Avropa,1996,5,Sedan
Bakı,Venue,Xeyr,1.6 L / 123 a.g. / Benzin,23 163 km,Ön,25 200 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9542339-hyundai-venue,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2021,5,"Offroader / SUV, 5 qapı"
Bakı,Sonata,Xeyr,2.4 L / 174 a.g. / Benzin,337 000 km,Ön,17 500 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9737187-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2008,5,Sedan
Bakı,i5,Xeyr,355 a.g. / Elektro,13 000 km,Tam,≈ 113 050 AZN,Avtomat (Reduktor),Göy,,https://turbo.az/autos/9236641-bmw-i5,,BMW,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,5,Sedan
Bakı,Sonata,Xeyr,2.0 L / 195 a.g. / Hibrid,57 936 km,Ön,33 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9675222-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənib",Amerika,2021,5,Sedan
Bakı,Note,Xeyr,1.2 L / 98 a.g. / Benzin,77 000 km,Ön,15 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9038066-nissan-note,1,Nissan,"Vuruğu yoxdur, rənglənməyib",,2018,5,"Hetçbek, 5 qapı"
Bakı,GLE 400 4MATIC,Bəli,2.0 L / 381 a.g. / Plug-in Hibrid,0 km,Tam,≈ 226 950 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9659758-mercedes-gle-400-4matic,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,,"Offroader / SUV, 5 qapı"
Bakı,RA1,Bəli,150 sm3/ 12 a.g. / Benzin,0 km,Arxa,3 700 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9659933-zonsen-ra1,,Zonsen,"Vuruğu yoxdur, rənglənməyib",,2025,1,Motosiklet
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,33 500 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9691882-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Santa Fe,Xeyr,2.0 L / 265 a.g. / Benzin,140 000 km,Ön,27 000 AZN,Avtomat (AT),Mavi,,https://turbo.az/autos/9685236-hyundai-santa-fe,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2015,5,"Offroader / SUV, 5 qapı"
Bakı,Qiyuan A05,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,25 000 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9510388-changan-qiyuan-a05,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,Sedan
Bakı,420,Xeyr,2.0 L / 190 a.g. / Dizel,175 000 km,Arxa,≈ 39 950 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9626407-bmw-420,0,BMW,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,4,Kupe
Bakı,B70,Xeyr,1.5 L / 169 a.g. / Benzin,10 000 km,Ön,30 000 AZN,Avtomat (Robot),Boz,,https://turbo.az/autos/9736824-bestune-b70,,Bestune,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,Liftbek
Bakı,E 350,Xeyr,3.0 L / 265 a.g. / Dizel,216 200 km,Arxa,26 400 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9707913-mercedes-e-350,1,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2012,5,Sedan
Bakı,Jetta,Xeyr,2.0 L / 115 a.g. / Benzin,212 000 km,Ön,15 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9288159-volkswagen-jetta,1,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2013,,Sedan
Bakı,Accent,Xeyr,1.4 L / 108 a.g. / Benzin,250 000 km,Ön,13 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9638888-hyundai-accent,0,Hyundai,"Vuruğu yoxdur, rənglənib",Avropa,2011,5,Sedan
Bakı,Model 3,Xeyr,462 a.g. / Elektro,40 555 km,Tam,≈ 36 890 AZN,Avtomat (Reduktor),Yaş Asfalt,,https://turbo.az/autos/9647571-tesla-model-3,0,Tesla,"Vuruğu yoxdur, rənglənməyib",Amerika,2022,5,Sedan
Bakı,S 500 4MATIC,Xeyr,3.0 L / 435 a.g. / Benzin,85 000 km,Tam,≈ 229 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9704834-mercedes-s-500-4matic,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2021,4,Sedan
Bakı,Sprinter 515,Xeyr,2.7 L / 200 a.g. / Dizel,514 526 km,Arxa,65 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741630-mercedes-sprinter-515,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,2008,8+,Mikroavtobus
Bakı,Seal 05,Bəli,1.5 L / 163 a.g. / Plug-in Hibrid,0 km,Ön,22 300 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9724086-byd-seal-05,0,BYD,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,Sedan
Bakı,Prius,Xeyr,1.8 L / 98 a.g. / Hibrid,243 000 km,Ön,17 500 AZN,Avtomat (Variator),Göy,,https://turbo.az/autos/9741631-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",,2012,5,Liftbek
Bakı,Prius,Xeyr,1.8 L / 98 a.g. / Hibrid,276 000 km,Ön,15 900 AZN,Avtomat (Variator),Boz,,https://turbo.az/autos/9598643-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Avropa,2013,5,Liftbek
Bakı,RR Sport,Xeyr,3.0 L / 400 a.g. / Benzin,48 800 km,Tam,222 222 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9376585-land-rover-rr-sport,1,Land Rover,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,5,"Offroader / SUV, 5 qapı"
Bakı,Sonata,Xeyr,2.4 L / 174 a.g. / Benzin,224 655 km,Ön,14 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9727299-hyundai-sonata,,Hyundai,"Vuruğu var, rənglənib",Rəsmi diler,2008,5,Sedan
Gəncə,55111,Xeyr,11 L / 191 a.g. / Dizel,333 200 km,Arxa,17 399 AZN,Mexaniki (MT),Yaşıl,,https://turbo.az/autos/9707904-kamaz-55111,0,KamAz,"Vuruğu yoxdur, rənglənməyib",Rusiya,1982,3,Yük maşını
Bakı,Elantra,Xeyr,1.6 L / 141 a.g. / Hibrid,70 000 km,Ön,15 500 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9741627-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,Sedan
Ağstafa,21099,Xeyr,1.6 L / 81 a.g. / Benzin,41 234 km,Ön,2 800 AZN,Mexaniki (MT),Tünd qırmızı,,https://turbo.az/autos/9741632-lada-vaz-21099,,LADA (VAZ),"Vuruğu var, rənglənib",Avropa,1996,5,Sedan
Bakı,Venue,Xeyr,1.6 L / 123 a.g. / Benzin,23 163 km,Ön,25 200 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9542339-hyundai-venue,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2021,5,"Offroader / SUV, 5 qapı"
Bakı,Sonata,Xeyr,2.4 L / 174 a.g. / Benzin,337 000 km,Ön,17 500 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9737187-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2008,5,Sedan
Bakı,i5,Xeyr,355 a.g. / Elektro,13 000 km,Tam,≈ 113 050 AZN,Avtomat (Reduktor),Göy,,https://turbo.az/autos/9236641-bmw-i5,,BMW,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,5,Sedan
Bakı,Sonata,Xeyr,2.0 L / 195 a.g. / Hibrid,57 936 km,Ön,33 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9675222-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənib",Amerika,2021,5,Sedan
Bakı,Camry,Xeyr,2.5 L / 206 a.g. / Benzin,150 000 km,Ön,40 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9729481-toyota-camry,,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2019,5,Sedan
Bakı,Sportage,Xeyr,2.0 L / 140 a.g. / Benzin,281 000 km,Ön,15 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9713612-kia-sportage,,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2009,5,"Offroader / SUV, 5 qapı"
Bakı,Optima,Xeyr,2.0 L / 278 a.g. / Benzin,164 296 km,Ön,22 900 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9666351-kia-optima,0,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2014,5,Sedan
Sumqayıt,E 240,Xeyr,2.4 L / 170 a.g. / Benzin,399 328 km,Arxa,10 900 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9724599-mercedes-e-240,,Mercedes,"Vuruğu yoxdur, rənglənməyib",,1999,5,Sedan
Bakı,Mustang,Xeyr,2.3 L / 309 a.g. / Benzin,220 000 km,Arxa,25 700 AZN,Avtomat (AT),Sarı,,https://turbo.az/autos/9546033-ford-mustang,0,Ford,"Vuruğu yoxdur, rənglənməyib",,2015,,Kabriolet
Bakı,CS 55 Plus,Bəli,1.5 L / 313 a.g. / Plug-in Hibrid,0 km,Ön,31 300 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9585271-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,,"Offroader / SUV, 5 qapı"
Sumqayıt,Tucson,Xeyr,2.0 L / 140 a.g. / Benzin,347 010 km,Tam,16 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9721120-hyundai-tucson,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,5,"Offroader / SUV, 5 qapı"
Bakı,520,Xeyr,2.0 L / 190 a.g. / Dizel,168 000 km,Arxa,≈ 44 030 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9736211-bmw-520,,BMW,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,Sedan
Bakı,Elantra,Xeyr,2.0 L / 150 a.g. / Benzin,103 000 km,Ön,23 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9659457-hyundai-elantra,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,Sedan
Bakı,Grandeur,Xeyr,2.4 L / 180 a.g. / Benzin,179 000 km,Ön,23 700 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9703109-hyundai-grandeur,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2013,5,Sedan
Bakı,Magnite,Bəli,1.0 L / 100 a.g. / Benzin,0 km,Ön,29 900 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/9623738-nissan-magnite,,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Range Rover,Xeyr,5.0 L / 510 a.g. / Benzin,29 000 km,Tam,≈ 173 400 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9332852-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Avropa,2019,,"Offroader / SUV, 5 qapı"
Bakı,Custin,Bəli,1.5 L / 170 a.g. / Benzin,0 km,Ön,44 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/8955939-hyundai-custin,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2024,7,Minivan
Bakı,530,Xeyr,2.0 L / 249 a.g. / Benzin,53 000 km,Tam,≈ 53 550 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9689409-bmw-530,,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2020,5,Sedan
Bakı,Equinox,Xeyr,1.5 L / 170 a.g. / Benzin,117 482 km,Ön,21 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9718409-chevrolet-equinox,0,Chevrolet,"Vuruğu var, rənglənib",Amerika,2018,5,"Offroader / SUV, 5 qapı"
Bakı,E 220,Xeyr,2.2 L / 95 a.g. / Dizel,314 000 km,Arxa,10 900 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9599433-mercedes-e-220,,Mercedes,"Vuruğu yoxdur, rənglənib",Avropa,1998,5,Sedan
Bakı,i40,Xeyr,1.7 L / 141 a.g. / Dizel,270 000 km,Ön,24 500 AZN,Avtomat (Robot),Yaş Asfalt,,https://turbo.az/autos/9267111-hyundai-i40,2,Hyundai,"Vuruğu yoxdur, rənglənməyib",Avropa,2015,5,"Universal, 5 qapı"
Bakı,Astra,Xeyr,1.3 L / 90 a.g. / Dizel,305 000 km,Ön,9 600 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9728960-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,5,"Universal, 5 qapı"
Bakı,Sonata,Xeyr,2.0 L / 274 a.g. / Benzin,97 897 km,Ön,24 500 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9728678-hyundai-sonata,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2014,5,Sedan
Bakı,RAV4,Xeyr,2.0 L / 171 a.g. / Benzin,34 000 km,Ön,≈ 51 000 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9657339-toyota-rav4,,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,"Offroader / SUV, 5 qapı"
Bakı,X3,Xeyr,1.5 L / 116 a.g. / Benzin,32 257 km,Ön,25 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9634741-baic-x3,,Baic,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,5,"Offroader / SUV, 5 qapı"
Bakı,i4,Xeyr,335 a.g. / Elektro,41 200 km,Arxa,≈ 58 140 AZN,Avtomat (Reduktor),Yaş Asfalt,,https://turbo.az/autos/9620602-bmw-i4,1,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,Liftbek
Bakı,ES 350,Xeyr,3.5 L / 277 a.g. / Benzin,206 200 km,Ön,23 900 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9603187-lexus-es-350,0,Lexus,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,Sedan
Bakı,Deepal S05,Bəli,1.5 L / 265 a.g. / Plug-in Hibrid,0 km,Ön,≈ 36 720 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9372609-changan-deepal-s05,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Deepal S05,Bəli,1.5 L / 265 a.g. / Plug-in Hibrid,0 km,Ön,≈ 36 720 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9372599-changan-deepal-s05,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,K5,Xeyr,1.6 L / 180 a.g. / Benzin,39 000 km,Ön,34 800 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9731841-kia-k5,0,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2020,5,Sedan
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,30 900 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9642019-changan-uni-z,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Elantra,Xeyr,1.5 L / 115 a.g. / Benzin,19 000 km,Ön,36 000 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9741643-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,Sedan
Bakı,Juke,Xeyr,1.6 L / 117 a.g. / Benzin,193 300 km,Ön,17 500 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741642-nissan-juke,,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,"Offroader / SUV, 5 qapı"
Bakı,X7,Xeyr,3.0 L / 381 a.g. / Benzin,31 000 km,Tam,≈ 185 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9718140-bmw-x7,0,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,7,"Offroader / SUV, 5 qapı"
Bakı,Cruze,Xeyr,1.4 L / 153 a.g. / Benzin,159 000 km,Ön,16 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9728313-chevrolet-cruze,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,Sedan
Bakı,Corolla Cross,Xeyr,2.0 L / 197 a.g. / Hibrid,189 265 km,Ön,25 000 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9701363-toyota-corolla-cross,,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,5,"Offroader / SUV, 5 qapı"
Bakı,X5,Xeyr,4.8 L / 360 a.g. / Benzin,260 000 km,Tam,21 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9673966-bmw-x5,,BMW,"Vuruğu yoxdur, rənglənməyib",Digər,2006,5,"Offroader / SUV, 5 qapı"
Bakı,Eado Plus,Xeyr,1.4 L / 158 a.g. / Benzin,55 000 km,Ön,21 500 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9741639-changan-eado-plus,,Changan,"Vuruğu yoxdur, rənglənməyib",,2021,5,Sedan
Bakı,E 220,Xeyr,2.2 L / 170 a.g. / Dizel,238 000 km,Arxa,18 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9723616-mercedes-e-220,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2007,5,Sedan
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,40 500 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9622440-changan-qiyuan-q07,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Fusion (North America),Xeyr,2.0 L / 141 a.g. / Hibrid,193 000 km,Ön,21 300 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/9731770-ford-fusion-north-america,0,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2015,5,Sedan
Bakı,Multivan,Xeyr,2.0 L / 204 a.g. / Benzin,128 000 km,Ön,≈ 35 700 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9540241-volkswagen-multivan,,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,7,Minivan
Bakı,Cruze,Xeyr,1.4 L / 140 a.g. / Benzin,193 918 km,Ön,12 300 AZN,Avtomat (AT),Qızılı,,https://turbo.az/autos/9719594-chevrolet-cruze,0,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2013,5,Sedan
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,132 000 km,Tam,22 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9602189-bmw-528,0,BMW,"Vuruğu yoxdur, rənglənməyib",Avropa,2013,,Sedan
Bakı,Land Cruiser Prado,Xeyr,2.8 L / 204 a.g. / Dizel,13 700 km,Tam,98 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9727711-toyota-land-cruiser-prado,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,"Offroader / SUV, 5 qapı"
Bakı,2,Xeyr,402 a.g. / Elektro,20 000 km,Tam,28 500 AZN,Avtomat (Reduktor),Ağ,,https://turbo.az/autos/9609164-polestar-2,,Polestar,"Vuruğu yoxdur, rənglənməyib",Amerika,2021,5,Liftbek
Bakı,Cobalt,Xeyr,1.5 L / 106 a.g. / Benzin,125 000 km,Ön,16 800 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741640-chevrolet-cobalt,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",,2021,5,Sedan
Bakı,Qiyuan Q05,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,29 900 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9425651-changan-qiyuan-q05,1,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,E 270,Xeyr,2.7 L / 177 a.g. / Dizel,321 000 km,Arxa,13 400 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9714011-mercedes-e-270,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2004,5,Sedan
Bakı,525,Xeyr,2.5 L / 218 a.g. / Benzin,312 000 km,Arxa,18 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9729066-bmw-525,,BMW,"Vuruğu yoxdur, rənglənməyib",,2008,5,Sedan
Bakı,M5,Bəli,1.5 L / 496 a.g. / Plug-in Hibrid,0 km,Tam,≈ 74 630 AZN,Avtomat (AT),Qırmızı,,https://turbo.az/autos/9433418-seres-aito-m5,,Seres Aito,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,GS8,Bəli,2.0 L / 248 a.g. / Benzin,0 km,Tam,69 900 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/8383476-gac-gs8,,GAC,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,7,"Offroader / SUV, 5 qapı"
Bakı,CS 55 Plus,Bəli,1.5 L / 313 a.g. / Plug-in Hibrid,0 km,Ön,29 900 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9561756-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,XC90,Bəli,2.0 L / 455 a.g. / Hibrid,0 km,Tam,≈ 167 504 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9533861-volvo-xc90,,Volvo,"Vuruğu yoxdur, rənglənməyib",Avropa,2025,7,"Offroader / SUV, 5 qapı"
Bakı,C 220,Xeyr,2.2 L / 150 a.g. / Benzin,358 172 km,Arxa,8 500 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9664416-mercedes-c-220,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1994,5,Sedan
Bakı,Camry,Xeyr,2.5 L / 181 a.g. / Benzin,126 000 km,Ön,≈ 40 800 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9689128-toyota-camry,,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,Sedan
Bakı,ES 300h,Xeyr,2.5 L / 218 a.g. / Hibrid,39 000 km,Ön,≈ 58 650 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9640633-lexus-es-300h,0,Lexus,"Vuruğu yoxdur, rənglənməyib",,2021,5,Sedan
Bakı,X5 M,Xeyr,4.4 L / 575 a.g. / Benzin,122 000 km,Tam,≈ 79 900 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9247757-bmw-x5-m,1,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2016,5,"Offroader / SUV, 5 qapı"
Bakı,S 500,Xeyr,4.7 L / 435 a.g. / Benzin,220 000 km,Arxa,32 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9571185-mercedes-s-500,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2011,5,Sedan
Bakı,2107,Xeyr,1.6 L / 77 a.g. / Benzin,58 000 km,Arxa,5 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9702804-lada-vaz-2107,0,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2005,5,Sedan
Bakı,E 220 d,Xeyr,2.0 L / 195 a.g. / Dizel,172 000 km,Arxa,49 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9738464-mercedes-e-220-d,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Koreya,2016,5,Sedan
Gəncə,Aqua,Xeyr,1.5 L / 74 a.g. / Hibrid,93 000 km,Ön,18 299 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9728766-toyota-aqua,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2018,5,"Hetçbek, 5 qapı"
Bakı,Eado Plus,Xeyr,1.4 L / 158 a.g. / Benzin,55 000 km,Ön,21 500 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9741639-changan-eado-plus,,Changan,"Vuruğu yoxdur, rənglənməyib",,2021,5,Sedan
Bakı,E 220,Xeyr,2.2 L / 170 a.g. / Dizel,238 000 km,Arxa,18 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9723616-mercedes-e-220,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2007,5,Sedan
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,40 500 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9622440-changan-qiyuan-q07,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
